Date,EUR_USD_Close
2017-01-05,1.0589
2017-01-06,1.05315
2017-01-09,1.05649
2017-01-10,1.05582
2017-01-11,1.0575
2017-01-12,1.06171
2017-01-13,1.06455
2017-01-16,1.05967
2017-01-17,1.0704
2017-01-18,1.06397
2017-01-19,1.06591
2017-01-20,1.06907
2017-01-23,1.07472
2017-01-24,1.07274
2017-01-25,1.07494
2017-01-26,1.06914
2017-01-27,1.06977
2017-01-30,1.0694
2017-01-31,1.07947
2017-02-01,1.07712
2017-02-02,1.0759
2017-02-03,1.07743
2017-02-06,1.07494
2017-02-07,1.06946
2017-02-08,1.06874
2017-02-09,1.0659
2017-02-10,1.06321
2017-02-13,1.05993
2017-02-14,1.05732
2017-02-15,1.0599
2017-02-16,1.06729
2017-02-17,1.06077
2017-02-20,1.06177
2017-02-21,1.05467
2017-02-22,1.05705
2017-02-23,1.0578
2017-02-24,1.05577
2017-02-27,1.05867
2017-02-28,1.05907
2017-03-01,1.05514
2017-03-02,1.05052
2017-03-03,1.06121
2017-03-06,1.05839
2017-03-07,1.05667
2017-03-08,1.05442
2017-03-09,1.05897
2017-03-10,1.06934
2017-03-13,1.0654
2017-03-14,1.0611
2017-03-15,1.06947
2017-03-16,1.07593
2017-03-17,1.07415
2017-03-20,1.07394
2017-03-21,1.08084
2017-03-22,1.0795
2017-03-23,1.07831
2017-03-24,1.08142
2017-03-27,1.08655
2017-03-28,1.08049
2017-03-29,1.07601
2017-03-30,1.06824
2017-03-31,1.06729
2017-04-03,1.06648
2017-04-04,1.06684
2017-04-05,1.06733
2017-04-06,1.06456
2017-04-07,1.0591
2017-04-10,1.0591
2017-04-11,1.06063
2017-04-12,1.06415
2017-04-13,1.06147
2017-04-14,1.0623
2017-04-17,1.06395
2017-04-18,1.07351
2017-04-19,1.07159
2017-04-20,1.07232
2017-04-21,1.06968
2017-04-24,1.08574
2017-04-25,1.0929
2017-04-26,1.08969
2017-04-27,1.0883
2017-04-28,1.08988
2017-05-01,1.09013
2017-05-02,1.09238
2017-05-03,1.08895
2017-05-04,1.09836
2017-05-05,1.09938
2017-05-08,1.09318
2017-05-09,1.08703
2017-05-10,1.08662
2017-05-11,1.0862
2017-05-12,1.09234
2017-05-15,1.09791
2017-05-16,1.10904
2017-05-17,1.11459
2017-05-18,1.10997
2017-05-19,1.12033
2017-05-22,1.12334
2017-05-23,1.1188
2017-05-24,1.12107
2017-05-25,1.12131
2017-05-26,1.1175
2017-05-29,1.11799
2017-05-30,1.11921
2017-05-31,1.12407
2017-06-01,1.12142
2017-06-02,1.12751
2017-06-05,1.12544
2017-06-06,1.12745
2017-06-07,1.12555
2017-06-08,1.12117
2017-06-09,1.11945
2017-06-12,1.1206
2017-06-13,1.1207
2017-06-14,1.11961
2017-06-15,1.11507
2017-06-16,1.11964
2017-06-19,1.11471
2017-06-20,1.11272
2017-06-21,1.1165
2017-06-22,1.11528
2017-06-23,1.11983
2017-06-26,1.11793
2017-06-27,1.13478
2017-06-28,1.13785
2017-06-29,1.1436
2017-06-30,1.1418
2017-07-03,1.13621
2017-07-04,1.13492
2017-07-05,1.1339
2017-07-06,1.14197
2017-07-07,1.14062
2017-07-10,1.14012
2017-07-11,1.14688
2017-07-12,1.14201
2017-07-13,1.1404
2017-07-14,1.1466
2017-07-17,1.14774
2017-07-18,1.15582
2017-07-19,1.15164
2017-07-20,1.16271
2017-07-21,1.16748
2017-07-24,1.16437
2017-07-25,1.1652
2017-07-26,1.1727
2017-07-27,1.16781
2017-07-28,1.17561
2017-07-31,1.1829
2017-08-01,1.18
2017-08-02,1.1859
2017-08-03,1.1865
2017-08-04,1.1771
2017-08-07,1.179
2017-08-08,1.1754
2017-08-09,1.1757
2017-08-10,1.1772
2017-08-11,1.1825
2017-08-14,1.1783
2017-08-15,1.1736
2017-08-16,1.1764
2017-08-17,1.1731
2017-08-18,1.1764
2017-08-21,1.1813
2017-08-22,1.1752
2017-08-23,1.1813
2017-08-24,1.1801
2017-08-25,1.1922
2017-08-28,1.1982
2017-08-29,1.1975
2017-08-30,1.189
2017-08-31,1.1901
2017-09-01,1.1865
2017-09-04,1.1907
2017-09-05,1.1916
2017-09-06,1.1911
2017-09-07,1.2003
2017-09-08,1.2036
2017-09-11,1.1963
2017-09-12,1.1964
2017-09-13,1.188
2017-09-14,1.1907
2017-09-15,1.1939
2017-09-18,1.1952
2017-09-19,1.1999
2017-09-20,1.1876
2017-09-21,1.1932
2017-09-22,1.1965
2017-09-25,1.1844
2017-09-26,1.1798
2017-09-27,1.1752
2017-09-28,1.1783
2017-09-29,1.1817
2017-10-02,1.1739
2017-10-03,1.1747
2017-10-04,1.1762
2017-10-05,1.1704
2017-10-06,1.173
2017-10-09,1.1752
2017-10-10,1.1815
2017-10-11,1.1863
2017-10-12,1.1836
2017-10-13,1.182
2017-10-16,1.1786
2017-10-17,1.1769
2017-10-18,1.1799
2017-10-19,1.1827
2017-10-20,1.1777
2017-10-23,1.1739
2017-10-24,1.177
2017-10-25,1.1809
2017-10-26,1.1651
2017-10-27,1.1602
2017-10-30,1.1641
2017-10-31,1.1652
2017-11-01,1.1624
2017-11-02,1.1659
2017-11-03,1.1602
2017-11-06,1.1606
2017-11-07,1.1586
2017-11-08,1.1594
2017-11-09,1.1645
2017-11-10,1.1666
2017-11-13,1.1667
2017-11-14,1.1795
2017-11-15,1.1791
2017-11-16,1.1775
2017-11-17,1.1801
2017-11-20,1.1735
2017-11-21,1.174
2017-11-22,1.1817
2017-11-23,1.1847
2017-11-24,1.1928
2017-11-27,1.1898
2017-11-28,1.1836
2017-11-29,1.1858
2017-11-30,1.1903
2017-12-01,1.1892
2017-12-04,1.1851
2017-12-05,1.1814
2017-12-06,1.1791
2017-12-07,1.1774
2017-12-08,1.1765
2017-12-11,1.1788
2017-12-12,1.1738
2017-12-13,1.1815
2017-12-14,1.1791
2017-12-15,1.176
2017-12-18,1.1779
2017-12-19,1.1842
2017-12-20,1.1879
2017-12-21,1.1872
2017-12-22,1.1852
2017-12-25,1.1852
2017-12-26,1.1862
2017-12-27,1.1895
2017-12-28,1.1946
2017-12-29,1.2013
2018-01-01,1.2013
2018-01-02,1.2053
2018-01-03,1.2021
2018-01-04,1.2067
2018-01-05,1.2039
2018-01-08,1.1961
2018-01-09,1.1931
2018-01-10,1.196
2018-01-11,1.204
2018-01-12,1.2198
2018-01-15,1.2269
2018-01-16,1.2271
2018-01-17,1.2224
2018-01-18,1.2239
2018-01-19,1.223
2018-01-22,1.2257
2018-01-23,1.2289
2018-01-24,1.2399
2018-01-25,1.2409
2018-01-26,1.2419
2018-01-29,1.2385
2018-01-30,1.2396
2018-01-31,1.2416
2018-02-01,1.2514
2018-02-02,1.2452
2018-02-05,1.2389
2018-02-06,1.2373
2018-02-07,1.2269
2018-02-08,1.2242
2018-02-09,1.2235
2018-02-12,1.229
2018-02-13,1.2352
2018-02-14,1.2446
2018-02-15,1.2506
2018-02-16,1.2406
2018-02-19,1.2405
2018-02-20,1.2335
2018-02-21,1.2293
2018-02-22,1.2326
2018-02-23,1.229
2018-02-26,1.2308
2018-02-27,1.2234
2018-02-28,1.2199
2018-03-01,1.2255
2018-03-02,1.2324
2018-03-05,1.2328
2018-03-06,1.24
2018-03-07,1.2403
2018-03-08,1.2301
2018-03-09,1.2306
2018-03-12,1.2337
2018-03-13,1.2395
2018-03-14,1.2371
2018-03-15,1.2301
2018-03-16,1.2287
2018-03-19,1.2339
2018-03-20,1.2254
2018-03-21,1.2334
2018-03-22,1.2306
2018-03-23,1.2358
2018-03-26,1.2453
2018-03-27,1.2402
2018-03-28,1.2308
2018-03-29,1.2304
2018-03-30,1.2323
2018-04-02,1.23
2018-04-03,1.227
2018-04-04,1.2281
2018-04-05,1.2232
2018-04-06,1.2288
2018-04-09,1.2318
2018-04-10,1.2359
2018-04-11,1.2362
2018-04-12,1.233
2018-04-13,1.2338
2018-04-16,1.2375
2018-04-17,1.2364
2018-04-18,1.2372
2018-04-19,1.2345
2018-04-20,1.2281
2018-04-23,1.2205
2018-04-24,1.2236
2018-04-25,1.2175
2018-04-26,1.2105
2018-04-27,1.2123
2018-04-30,1.2082
2018-05-01,1.1995
2018-05-02,1.1946
2018-05-03,1.1994
2018-05-04,1.1962
2018-05-07,1.1924
2018-05-08,1.1859
2018-05-09,1.186
2018-05-10,1.1923
2018-05-11,1.1945
2018-05-14,1.1943
2018-05-15,1.1847
2018-05-16,1.1798
2018-05-17,1.1796
2018-05-18,1.1775
2018-05-21,1.1772
2018-05-22,1.1781
2018-05-23,1.1707
2018-05-24,1.1725
2018-05-25,1.1668
2018-05-28,1.1629
2018-05-29,1.1533
2018-05-30,1.1654
2018-05-31,1.1685
2018-06-01,1.166
2018-06-04,1.17
2018-06-05,1.1716
2018-06-06,1.1767
2018-06-07,1.1813
2018-06-08,1.1768
2018-06-11,1.1784
2018-06-12,1.1748
2018-06-13,1.1784
2018-06-14,1.1597
2018-06-15,1.1613
2018-06-18,1.1614
2018-06-19,1.1571
2018-06-20,1.1584
2018-06-21,1.162
2018-06-22,1.1659
2018-06-25,1.1707
2018-06-26,1.1649
2018-06-27,1.1546
2018-06-28,1.1558
2018-06-29,1.1672
2018-07-02,1.1642
2018-07-03,1.1652
2018-07-04,1.1647
2018-07-05,1.168
2018-07-06,1.1742
2018-07-09,1.1749
2018-07-10,1.1743
2018-07-11,1.1675
2018-07-12,1.1666
2018-07-13,1.1677
2018-07-16,1.1713
2018-07-17,1.166
2018-07-18,1.1647
2018-07-19,1.1643
2018-07-20,1.1723
2018-07-23,1.169
2018-07-24,1.1682
2018-07-25,1.1732
2018-07-26,1.1645
