Date,EUR_USD_Close,EUR_USD_High,EUR_USD_Low,USD_JPY_Close,USD_JPY_High,USD_JPY_Low,USD_CHF_Close,USD_CHF_High,USD_CHF_Low,GBP_USD_Close,GBP_USD_High,GBP_USD_Low,USD_CAD_Close,USD_CAD_High,USD_CAD_Low,EUR_GBP_Close,EUR_GBP_High,EUR_GBP_Low,EUR_JPY_Close,EUR_JPY_High,EUR_JPY_Low,EUR_CHF_Close,EUR_CHF_High,EUR_CHF_Low,AUD_USD_Close,AUD_USD_High,AUD_USD Low,GBP_JPY_Close,GBP_JPY_High,GBP_JPY_Low,CHF_JPY_Close,CHF_JPY_High,CHF_JPY_Low,GBP_CHF_Close,GBP_CHF_High,GBP_CHF_Low,NZD_USD_Close,NZD_USD_High,NZD_USD_Low
2013-11-19,1.3535,1.3547,1.3485,100.18,100.255,99.54,0.9107,0.9144,0.9099,1.6121,1.6133,1.6055,1.0473,1.0485,1.0411,0.8395,0.8404,0.8374,135.56,135.717,134.57,1.2329,1.2338,1.2316,0.9421,0.9447,0.935,161.489,161.62,160.339,109.96,110.05,109.16,1.4683,1.4711,1.4662,0.8353,0.8372,0.8302
2013-11-20,1.3426,1.358,1.3413,99.96,100.246,99.75,0.9171,0.9191,0.9076,1.6102,1.6178,1.6085,1.0448,1.0474,1.0432,0.8337,0.8415,0.8322,134.21,135.942,134.07,1.2314,1.2341,1.2304,0.933,0.9447,0.9313,160.94,161.72,160.81,108.97,110.265,108.85,1.4767,1.48,1.4648,0.8259,0.8395,0.825
2013-11-21,1.3465,1.348,1.3397,101.094,101.156,100,0.9147,0.9188,0.9134,1.6168,1.6171,1.607,1.0523,1.0526,1.0449,0.8327,0.8357,0.8323,136.129,136.2,134.37,1.2318,1.2325,1.2304,0.9219,0.9334,0.9196,163.44,163.53,160.98,110.487,110.56,109.13,1.4788,1.4794,1.4736,0.82,0.8272,0.8172
2013-11-22,1.3548,1.3554,1.3459,101.32,101.35,100.92,0.9072,0.915,0.9063,1.6217,1.6219,1.6175,1.0523,1.0569,1.0511,0.8353,0.8361,0.8313,137.27,137.35,135.98,1.2293,1.2322,1.2279,0.9167,0.9249,0.914,164.312,164.35,163.47,111.66,111.72,110.39,1.4713,1.4811,1.4693,0.819,0.8244,0.8122
2013-11-25,1.3519,1.356,1.3488,101.45,101.916,101.1,0.9115,0.9132,0.9058,1.6155,1.624,1.6129,1.0549,1.0583,1.0522,0.8367,0.8374,0.8337,137.15,137.985,136.98,1.2324,1.233,1.2284,0.9162,0.9188,0.9116,163.88,165.285,163.754,111.27,112.128,111.19,1.4725,1.4754,1.4709,0.8206,0.8229,0.8179
2013-11-26,1.3569,1.3575,1.3518,101.277,101.653,101.14,0.9066,0.9115,0.9058,1.6209,1.6219,1.6134,1.0542,1.0558,1.0516,0.8367,0.8391,0.8358,137.418,137.68,137.09,1.2302,1.233,1.2296,0.9128,0.9204,0.9085,164.143,164.382,163.607,111.695,111.8,111.23,1.4696,1.4733,1.4673,0.8198,0.8265,0.8149
2013-11-27,1.3571,1.3613,1.3555,102.145,102.197,101.15,0.908,0.9092,0.9037,1.6272,1.633,1.6194,1.0593,1.0602,1.0527,0.8339,0.8387,0.8327,138.62,138.792,137.24,1.2323,1.2333,1.2297,0.9076,0.9137,0.9062,166.222,166.451,163.947,112.45,112.677,111.53,1.4776,1.479,1.4675,0.814,0.8211,0.8111
2013-11-28,1.3601,1.3618,1.3561,102.242,102.372,101.91,0.9058,0.9086,0.9039,1.6339,1.6358,1.6274,1.0587,1.0598,1.0564,0.8323,0.8352,0.8309,139.081,139.182,138.26,1.232,1.2328,1.2303,0.9095,0.9149,0.9075,167.05,167.32,165.924,112.86,112.978,112.19,1.4797,1.4821,1.4735,0.8121,0.8177,0.8106
2013-11-29,1.3587,1.3622,1.358,102.434,102.61,102.08,0.9062,0.9069,0.9025,1.6365,1.6384,1.631,1.0612,1.0628,1.0554,0.8301,0.8345,0.8297,139.175,139.708,138.92,1.2314,1.2332,1.2288,0.9105,0.9141,0.9052,167.651,167.9,166.78,113.011,113.393,112.75,1.4833,1.4839,1.4747,0.8134,0.8165,0.8078
2013-12-02,1.3537,1.3616,1.3523,103.017,103.13,102.2,0.9086,0.911,0.904,1.6351,1.6443,1.6339,1.0642,1.0654,1.0609,0.8278,0.8297,0.825,139.46,139.703,138.98,1.2301,1.2324,1.229,0.9102,0.9168,0.9085,168.441,168.795,167.675,113.363,113.56,112.82,1.4857,1.4923,1.483,0.8185,0.8224,0.8147
2013-12-03,1.3591,1.3614,1.3522,102.323,103.378,101.95,0.9042,0.9101,0.9017,1.6392,1.6437,1.6344,1.065,1.0673,1.0626,0.8291,0.8293,0.8254,139.097,140.025,138.679,1.2291,1.2313,1.2273,0.914,0.9146,0.9054,167.721,169.15,167.254,113.141,113.81,112.86,1.4824,1.4885,1.4807,0.8254,0.8259,0.8151
2013-12-04,1.3585,1.3605,1.3526,102.25,102.84,101.79,0.9025,0.9076,0.901,1.6383,1.6404,1.6322,1.0678,1.0707,1.0633,0.8292,0.832,0.8271,138.93,139.61,138.4,1.2262,1.2298,1.2252,0.903,0.9141,0.8994,167.493,168.39,166.81,113.28,113.62,112.88,1.4786,1.4849,1.4748,0.8196,0.8243,0.8159
2013-12-05,1.3671,1.3677,1.3542,101.73,102.44,101.6,0.8961,0.9049,0.8954,1.6334,1.6404,1.6296,1.0648,1.0699,1.0621,0.8369,0.838,0.8289,139.08,139.567,138.4,1.2251,1.2283,1.2247,0.9063,0.9077,0.8999,166.13,167.78,165.789,113.514,113.785,112.96,1.4636,1.4787,1.4628,0.8214,0.8228,0.815
2013-12-06,1.3702,1.3706,1.3618,102.87,102.96,101.6,0.8919,0.8984,0.8909,1.6339,1.6393,1.6289,1.0655,1.0708,1.0617,0.8385,0.8389,0.8345,140.96,141.02,138.9,1.2222,1.2261,1.2211,0.9097,0.9118,0.8987,168.08,168.27,165.95,115.32,115.42,113.33,1.4574,1.4671,1.4562,0.8282,0.8292,0.8135
2013-12-09,1.3738,1.3746,1.3692,103.29,103.32,102.86,0.8901,0.8934,0.8892,1.6428,1.6432,1.6321,1.0635,1.067,1.0631,0.8363,0.8395,0.8357,141.91,141.95,140.95,1.2229,1.2245,1.2218,0.9105,0.9129,0.9067,169.683,169.71,168.08,116.03,116.05,115.23,1.4622,1.4635,1.4559,0.8278,0.8321,0.8253
2013-12-10,1.3765,1.3795,1.3732,102.78,103.392,102.55,0.8871,0.8908,0.8848,1.6445,1.6466,1.6416,1.0603,1.0645,1.0599,0.8369,0.8391,0.8347,141.473,142.166,141.23,1.2212,1.2239,1.22,0.9157,0.9167,0.9076,169.014,170.07,168.64,115.835,116.197,115.65,1.4588,1.4647,1.4544,0.8311,0.8334,0.8264
2013-12-11,1.3788,1.3811,1.3739,102.48,102.95,102.14,0.8861,0.8886,0.8836,1.6381,1.6457,1.6338,1.0592,1.062,1.058,0.8416,0.8431,0.836,141.3,141.69,140.87,1.2219,1.2228,1.22,0.9061,0.9153,0.9042,167.86,169.36,167.45,115.63,116.02,115.29,1.4518,1.4605,1.4484,0.827,0.831,0.8197
2013-12-12,1.3745,1.3803,1.3736,103.303,103.342,102.37,0.8896,0.8909,0.8846,1.6343,1.6418,1.6316,1.064,1.0656,1.0556,0.841,0.8431,0.8387,141.991,142.044,141.15,1.2229,1.2247,1.2196,0.8929,0.9081,0.8912,168.835,168.925,167.59,116.102,116.15,115.48,1.4537,1.4589,1.45,0.8249,0.832,0.822
2013-12-13,1.3732,1.377,1.3707,103.12,103.923,102.96,0.8901,0.8917,0.8879,1.6286,1.636,1.6259,1.0595,1.0669,1.0588,0.8431,0.844,0.8405,141.617,142.824,141.375,1.2224,1.224,1.2208,0.8951,0.8964,0.8905,167.94,169.82,167.647,115.82,116.72,115.7,1.4499,1.4554,1.4476,0.8262,0.8271,0.8196
2013-12-16,1.3764,1.3799,1.3734,103.01,103.29,102.62,0.8871,0.8903,0.8843,1.6304,1.6349,1.6285,1.0588,1.0594,1.0568,0.8442,0.8455,0.8413,141.79,142.13,141.2,1.2211,1.2232,1.2199,0.8947,0.897,0.8918,167.93,168.44,167.31,116.09,116.44,115.5,1.4465,1.4515,1.4426,0.8261,0.8288,0.8236
2013-12-17,1.3767,1.3782,1.3721,102.615,103.109,102.47,0.8846,0.8895,0.8829,1.6269,1.6336,1.6213,1.0607,1.0618,1.0571,0.8461,0.8467,0.8428,141.271,141.951,140.94,1.218,1.2217,1.2165,0.8903,0.8958,0.8878,166.942,168.2,166.497,115.979,116.276,115.56,1.4393,1.4485,1.4374,0.8268,0.8287,0.8235
2013-12-18,1.3696,1.3812,1.3693,103.81,103.859,102.53,0.8925,0.8928,0.8838,1.6385,1.6484,1.6266,1.0676,1.0691,1.0598,0.8357,0.8463,0.8356,142.223,142.676,141.2,1.2224,1.2236,1.2177,0.8851,0.8944,0.8819,170.138,170.37,166.84,116.324,116.709,115.62,1.4626,1.4629,1.439,0.8216,0.8288,0.817
2013-12-19,1.3655,1.3694,1.3647,104.212,104.365,103.76,0.8982,0.8986,0.8931,1.637,1.6396,1.6331,1.0665,1.0728,1.0657,0.8341,0.8367,0.8332,142.315,142.694,141.84,1.2267,1.2275,1.2224,0.8858,0.8875,0.8819,170.59,170.845,169.87,115.996,116.612,115.88,1.4703,1.4713,1.463,0.8184,0.8221,0.8147
2013-12-20,1.3677,1.3709,1.3622,104.03,104.64,103.83,0.8954,0.9001,0.8929,1.6341,1.6395,1.6311,1.0645,1.0737,1.0643,0.8368,0.8374,0.8326,142.3,142.74,142.05,1.2247,1.227,1.223,0.8924,0.8933,0.8851,170.027,171.07,169.81,116.16,116.54,115.94,1.4632,1.4711,1.462,0.8198,0.8223,0.8146
2013-12-23,1.3693,1.3717,1.3669,104.076,104.115,103.73,0.8937,0.8967,0.892,1.635,1.6375,1.6321,1.0611,1.0653,1.0577,0.8372,0.839,0.8351,142.526,142.71,142.05,1.2242,1.2265,1.2233,0.8937,0.8958,0.8915,170.18,170.38,169.691,116.407,116.591,115.88,1.4614,1.4672,1.459,0.8201,0.8216,0.8181
2013-12-24,1.3675,1.3699,1.3653,104.27,104.411,104.11,0.8957,0.8972,0.8931,1.6372,1.6381,1.6317,1.0618,1.0636,1.06,0.8354,0.8381,0.8341,142.601,142.91,142.41,1.2254,1.2259,1.2233,0.8923,0.8934,0.8903,170.607,170.83,170.05,116.355,116.73,116.23,1.4667,1.4687,1.46,0.8183,0.8197,0.8163
2013-12-25,1.3695,1.3705,1.3659,104.38,104.482,104.19,0.8934,0.897,0.8934,1.6298,1.6362,1.6296,1.062,1.0636,1.0594,0.8404,0.8409,0.8347,142.67,142.94,142.47,1.2254,1.2257,1.2243,0.8919,0.893,0.8906,170.17,170.844,169.91,116.64,116.7,116.298,1.4652,1.4677,1.463,0.8173,0.8195,0.8166
2013-12-26,1.3692,1.3702,1.3661,104.738,104.848,104.4,0.8963,0.897,0.8947,1.6418,1.6438,1.6345,1.0642,1.065,1.0611,0.8338,0.8366,0.8325,143.405,143.53,142.79,1.2271,1.2274,1.2245,0.8892,0.8922,0.8873,171.94,172.193,170.71,116.83,117.044,116.41,1.4716,1.4724,1.4639,0.8161,0.8192,0.8145
2013-12-27,1.374,1.3893,1.3687,105.12,105.175,104.61,0.8916,0.8965,0.8798,1.6467,1.6578,1.6401,1.071,1.0719,1.0614,0.8343,0.8392,0.8335,144.468,145.685,143.46,1.2252,1.2278,1.2224,0.8863,0.8929,0.8858,173.138,173.948,171.76,117.915,119.179,116.86,1.4683,1.4716,1.4564,0.815,0.8194,0.8136
2013-12-30,1.3798,1.382,1.3726,105.079,105.412,104.94,0.8873,0.8932,0.8857,1.6506,1.6533,1.6455,1.0639,1.0728,1.0633,0.8359,0.8372,0.8326,144.99,145.17,144.535,1.2249,1.227,1.2239,0.891,0.893,0.883,173.432,173.854,173.015,118.362,118.534,117.89,1.465,1.4721,1.4634,0.82,0.8223,0.8114
2013-12-31,1.3774,1.3812,1.3757,105.25,105.29,104.82,0.8905,0.8919,0.8862,1.6569,1.6578,1.647,1.0636,1.0657,1.0612,0.8312,0.8373,0.8306,144.98,145.06,144.37,1.2269,1.2277,1.2241,0.8926,0.8952,0.8899,174.369,174.53,172.74,118.13,118.38,117.62,1.4759,1.4763,1.462,0.8224,0.8243,0.8192
2014-01-01,1.3745,1.3754,1.3744,105.26,105.27,105.23,0.8927,0.893,0.8902,1.6543,1.6556,1.6543,1.0614,1.0623,1.0614,0.8296,0.8308,0.8296,144.62,144.81,144.62,1.2271,1.2272,1.2267,0.8919,0.892,0.8913,174.19,174.22,174.19,117.9,117.93,117.84,1.4773,1.4778,1.4773,0.8217,0.8223,0.8212
2014-01-02,1.3655,1.3775,1.3627,104.741,105.441,104.52,0.9004,0.9029,0.8903,1.6426,1.6603,1.6409,1.0668,1.0669,1.0583,0.8312,0.832,0.8268,143.032,145.135,142.829,1.2295,1.2321,1.226,0.8909,0.8943,0.8838,172.03,174.85,171.8,116.311,118.24,116.14,1.4791,1.4876,1.4763,0.8184,0.8233,0.8137
2014-01-03,1.3587,1.3672,1.3583,104.759,104.869,104.03,0.9051,0.9056,0.8985,1.6411,1.6474,1.6391,1.0628,1.0672,1.0597,0.8279,0.8317,0.8273,142.34,143.316,141.923,1.23,1.2313,1.2277,0.8959,0.9004,0.8882,171.917,172.52,171.01,115.706,116.61,115.36,1.4856,1.4869,1.4774,0.828,0.8317,0.8174
2014-01-06,1.3634,1.3653,1.3569,104.215,104.948,103.88,0.9035,0.907,0.9016,1.6401,1.6434,1.6333,1.0652,1.068,1.0605,0.8311,0.8331,0.8276,142.087,142.778,141.48,1.2319,1.2333,1.2292,0.8962,0.8983,0.8931,170.916,172.23,170.326,115.32,115.913,114.96,1.482,1.4869,1.4769,0.829,0.8305,0.8244
2014-01-07,1.3614,1.366,1.3594,104.52,104.733,104.15,0.909,0.9099,0.9033,1.6407,1.6438,1.637,1.0774,1.0777,1.0654,0.8296,0.832,0.8288,142.293,142.6,141.92,1.2376,1.2379,1.2313,0.8915,0.8971,0.8889,171.47,171.71,170.76,114.96,115.495,114.9,1.4914,1.4921,1.4822,0.8284,0.8302,0.8246
2014-01-08,1.3581,1.3635,1.3551,104.75,105.122,104.58,0.91,0.9127,0.9074,1.6454,1.6472,1.6374,1.0803,1.0829,1.0758,0.8253,0.8317,0.8239,142.26,143.18,142.09,1.2366,1.2394,1.2355,0.8912,0.8952,0.8893,172.37,172.84,171.425,115.03,115.636,114.86,1.4983,1.5009,1.4878,0.8265,0.8318,0.8247
2014-01-09,1.3607,1.3633,1.3547,104.75,105.06,104.55,0.9067,0.9124,0.9062,1.648,1.6497,1.6438,1.0853,1.0874,1.0815,0.8255,0.828,0.8227,142.55,143.03,142,1.2339,1.2387,1.2332,0.8891,0.8913,0.8862,172.64,173.13,172.12,115.51,115.69,114.84,1.4945,1.5026,1.4926,0.8252,0.8272,0.8228
2014-01-10,1.3665,1.3687,1.3568,104.08,105.355,103.81,0.9029,0.9091,0.9003,1.6481,1.6517,1.6375,1.0892,1.0946,1.0833,0.8291,0.8307,0.8253,142.23,143.072,142.013,1.2339,1.2348,1.2317,0.9002,0.9005,0.8872,171.548,173.028,171.21,115.24,115.924,115.13,1.4879,1.4952,1.4841,0.8303,0.8308,0.8198
2014-01-13,1.3668,1.3685,1.3634,102.94,104.109,102.82,0.8994,0.9048,0.8984,1.6385,1.6508,1.6343,1.0855,1.0929,1.0847,0.8343,0.8349,0.8281,140.704,142.265,140.48,1.2295,1.2343,1.2286,0.9056,0.9086,0.8982,168.651,171.63,168.277,114.435,115.36,113.94,1.4737,1.4887,1.4723,0.8366,0.8387,0.8274
2014-01-14,1.3681,1.37,1.3646,104.17,104.28,103,0.9021,0.9032,0.8984,1.6442,1.6464,1.6363,1.0946,1.0959,1.0866,0.8319,0.8343,0.8305,142.53,142.58,140.77,1.2343,1.2348,1.2286,0.8962,0.9056,0.8952,171.288,171.38,168.79,115.44,115.49,114.5,1.4835,1.4851,1.4727,0.8378,0.8432,0.835
2014-01-15,1.3604,1.3681,1.3579,104.563,104.69,104.07,0.9084,0.918,0.9118,1.6368,1.6464,1.6362,1.094,1.0991,1.0917,0.8311,0.833,0.8282,142.24,142.62,141.76,1.2361,1.237,1.2336,0.8911,0.897,0.8883,171.165,171.59,170.4,115.04,115.54,114.75,1.4874,1.4914,1.4821,0.8334,0.8394,0.8319
2014-01-16,1.3617,1.3649,1.3581,104.293,104.922,104.11,0.9049,0.9103,0.903,1.6357,1.6383,1.6312,1.0923,1.0963,1.09,0.8325,0.8341,0.8305,142.014,142.91,141.665,1.2318,1.2375,1.2311,0.8816,0.891,0.8772,170.581,171.8,170.136,115.242,115.579,114.9,1.4797,1.4886,1.4781,0.8348,0.8353,0.8287
2014-01-17,1.3524,1.3621,1.3515,104.27,104.474,104.17,0.9112,0.912,0.9041,1.6406,1.6459,1.6305,1.0974,1.0984,1.0922,0.8243,0.834,0.8231,141.024,142.162,140.94,1.2326,1.2337,1.2313,0.8774,0.8827,0.8759,171.05,171.874,170.088,114.403,115.361,114.32,1.4949,1.4977,1.4769,0.8257,0.8357,0.8244
2014-01-20,1.3562,1.357,1.3506,104.1,104.295,103.84,0.9092,0.9132,0.9085,1.6423,1.6452,1.6394,1.0958,1.0972,1.0927,0.8257,0.8263,0.823,141.179,141.375,140.3,1.2331,1.2342,1.2321,0.8802,0.8821,0.8753,170.971,171.49,170.26,114.469,114.64,113.77,1.4934,1.4986,1.4924,0.8262,0.8272,0.8211
2014-01-21,1.3558,1.3569,1.3514,104.332,104.749,103.99,0.9104,0.9156,0.9081,1.647,1.6486,1.6395,1.0973,1.1019,1.0943,0.823,0.8255,0.8211,141.458,141.855,140.98,1.2344,1.2377,1.232,0.881,0.8837,0.8771,171.838,172.369,170.975,114.589,114.851,114.18,1.4994,1.5035,1.4948,0.8315,0.8341,0.8292
2014-01-22,1.3548,1.3583,1.3532,104.4,104.57,103.94,0.9112,0.9122,0.9087,1.658,1.6587,1.6446,1.1075,1.1092,1.0949,0.8171,0.8236,0.8164,141.458,141.831,141.04,1.2346,1.2353,1.2329,0.8854,0.8888,0.8784,173.093,173.23,171.26,114.552,114.895,114.22,1.5108,1.5116,1.4975,0.8312,0.8346,0.8293
2014-01-23,1.3694,1.3698,1.3528,103.17,104.84,102.94,0.8972,0.9134,0.8957,1.663,1.6636,1.6554,1.1106,1.1173,1.1088,0.8233,0.8248,0.8169,141.28,142.415,141,1.2289,1.2361,1.2271,0.8759,0.885,0.8727,171.584,173.646,171.138,114.953,115.645,114.29,1.4924,1.5123,1.4896,0.8299,0.8338,0.8258
2014-01-24,1.368,1.3739,1.366,102.229,103.584,101.97,0.8943,0.8991,0.89,1.65,1.6668,1.6475,1.1071,1.1138,1.1049,0.829,0.83,0.8207,139.839,141.771,139.72,1.2235,1.2301,1.2224,0.8697,0.8775,0.8656,168.667,172.32,168.51,114.29,115.383,114.14,1.4756,1.4973,1.4741,0.8246,0.8296,0.8214
2014-01-27,1.3672,1.3717,1.365,102.705,102.93,101.88,0.8968,0.8984,0.8929,1.658,1.6587,1.6472,1.11,1.1111,1.1027,0.8244,0.8306,0.8233,140.417,140.693,139.41,1.2264,1.2273,1.2224,0.8753,0.876,0.8674,170.287,170.535,167.88,114.468,114.81,113.93,1.4875,1.4882,1.4718,0.8244,0.8261,0.8194
2014-01-28,1.3666,1.3688,1.3626,102.867,103.25,102.49,0.8976,0.901,0.8951,1.6578,1.6625,1.6533,1.1157,1.1177,1.1073,0.8242,0.8252,0.8219,140.591,140.983,140.11,1.2268,1.2284,1.2247,0.8772,0.8821,0.8723,170.541,171.311,169.877,114.58,114.88,114.31,1.4879,1.4931,1.4844,0.8268,0.8304,0.8212
2014-01-29,1.3661,1.3685,1.36,102.147,103.418,101.82,0.8944,0.9009,0.8932,1.6559,1.6607,1.6521,1.1167,1.1186,1.1098,0.8248,0.826,0.8216,139.544,141.25,139.02,1.222,1.2297,1.221,0.8728,0.8825,0.8722,169.152,171.46,168.65,114.18,114.923,113.77,1.4813,1.4927,1.4797,0.8195,0.8298,0.8173
2014-01-30,1.355,1.3664,1.3541,102.713,102.891,102.04,0.9033,0.9047,0.8941,1.6478,1.6564,1.644,1.1166,1.1199,1.1146,0.8223,0.827,0.8211,139.186,139.945,138.852,1.2241,1.2255,1.2214,0.8784,0.8803,0.8707,169.258,169.78,168.109,113.698,114.396,113.53,1.4885,1.4914,1.4784,0.8144,0.8218,0.8122
2014-01-31,1.3487,1.3573,1.3477,102.13,102.933,101.92,0.9065,0.908,0.9006,1.6434,1.6498,1.6422,1.1135,1.1224,1.1085,0.8204,0.8242,0.8185,137.77,139.503,137.45,1.2224,1.2245,1.2208,0.8745,0.8823,0.869,167.892,169.747,167.508,112.672,114.006,112.53,1.4897,1.4931,1.4829,0.8076,0.818,0.8059
2014-02-03,1.3531,1.3536,1.3475,101.013,102.41,100.75,0.901,0.9081,0.9,1.6311,1.6441,1.6286,1.1094,1.1134,1.1037,0.8295,0.8302,0.8199,136.699,138.11,136.34,1.2192,1.2242,1.2181,0.8754,0.8833,0.8734,164.78,168.215,164.236,112.105,112.91,111.87,1.4697,1.4917,1.4673,0.8092,0.8137,0.8079
2014-02-04,1.3515,1.3539,1.3491,101.646,101.663,100.73,0.904,0.9062,0.9006,1.6324,1.6345,1.6253,1.107,1.1123,1.1044,0.8278,0.8326,0.8263,137.386,137.45,136.188,1.2221,1.2232,1.2181,0.8937,0.8942,0.8727,165.95,165.99,163.821,112.411,112.428,111.67,1.4758,1.4783,1.4645,0.8208,0.8225,0.8042
2014-02-05,1.3531,1.3555,1.3497,101.386,101.766,100.77,0.9037,0.9057,0.9001,1.6308,1.6341,1.6248,1.1079,1.1121,1.1033,0.8298,0.8334,0.8262,137.2,137.542,136.5,1.2229,1.2234,1.2203,0.891,0.8938,0.8869,165.328,166.18,163.913,112.168,112.575,111.706,1.4738,1.4786,1.4646,0.8212,0.8233,0.8179
2014-02-06,1.3588,1.362,1.3481,102.122,102.171,101.21,0.9007,0.9063,0.8966,1.6321,1.6349,1.6268,1.1064,1.1122,1.1046,0.8324,0.835,0.8277,138.76,138.825,136.74,1.224,1.2243,1.2209,0.8962,0.8981,0.8915,166.681,166.825,165.01,113.34,113.472,111.87,1.4703,1.4763,1.4623,0.8255,0.8283,0.8204
2014-02-07,1.3638,1.3643,1.355,102.277,102.58,101.39,0.8972,0.9022,0.8953,1.6415,1.6418,1.6299,1.1039,1.1079,1.0963,0.8307,0.8329,0.8284,139.481,139.53,138.13,1.2237,1.225,1.2216,0.896,0.8998,0.8919,167.876,168.08,166.112,113.967,114.02,112.96,1.4728,1.4777,1.4667,0.8292,0.8295,0.8204
2014-02-10,1.3634,1.3651,1.3615,102.225,102.643,101.97,0.8972,0.8994,0.8956,1.6399,1.6427,1.6379,1.1052,1.1062,1.1012,0.8313,0.8326,0.8292,139.371,139.8,139.11,1.2232,1.225,1.222,0.8941,0.8959,0.8903,167.651,168.441,167.16,113.928,114.23,113.69,1.4712,1.4764,1.4681,0.8263,0.8287,0.8249
2014-02-11,1.3637,1.3683,1.3626,102.616,102.703,102.05,0.8983,0.8988,0.8936,1.645,1.6488,1.6388,1.1013,1.109,1.0998,0.829,0.8337,0.8282,139.93,140.306,139.228,1.2251,1.2257,1.2225,0.9039,0.9048,0.8939,168.815,169.085,167.46,114.221,114.611,113.83,1.4777,1.4788,1.467,0.8325,0.8344,0.8259
2014-02-12,1.3592,1.3653,1.3559,102.47,102.648,102.19,0.9005,0.9038,0.8964,1.6592,1.66,1.6421,1.0997,1.1025,1.097,0.8191,0.83,0.8187,139.277,139.968,138.63,1.224,1.226,1.223,0.9029,0.9067,0.9004,170.016,170.23,168.266,113.776,114.26,113.23,1.4942,1.4959,1.4746,0.8312,0.8368,0.8295
2014-02-13,1.368,1.3692,1.3582,102.232,102.533,101.63,0.8938,0.901,0.8916,1.6658,1.6674,1.6596,1.0976,1.1026,1.095,0.8212,0.8227,0.8176,139.881,139.92,138.85,1.2227,1.2244,1.2202,0.8985,0.9031,0.8924,170.32,170.381,169.163,114.37,114.43,113.55,1.4886,1.4966,1.4844,0.835,0.8358,0.8286
2014-02-14,1.3697,1.3715,1.3671,101.833,102.407,101.54,0.8915,0.8941,0.8901,1.6746,1.6748,1.664,1.0984,1.0988,1.0935,0.818,0.8227,0.8173,139.494,140.09,138.979,1.2215,1.2228,1.2201,0.9033,0.9043,0.8972,170.51,170.605,169.08,114.186,114.552,113.82,1.4933,1.4946,1.4845,0.8365,0.8384,0.8326
2014-02-17,1.3708,1.3724,1.3689,101.86,101.987,101.36,0.8914,0.8926,0.8898,1.6701,1.6822,1.6691,1.0956,1.0983,1.0948,0.8206,0.8209,0.8154,139.65,139.755,138.9,1.222,1.2227,1.2208,0.9036,0.9069,0.9018,170.159,171.07,169.849,114.279,114.36,113.69,1.4886,1.4976,1.4882,0.8366,0.8392,0.8347
2014-02-18,1.3757,1.377,1.3691,102.336,102.743,101.74,0.8881,0.8929,0.8868,1.668,1.6741,1.6651,1.0945,1.0977,1.0936,0.8246,0.8248,0.8186,140.778,141.034,139.475,1.2218,1.2238,1.2207,0.9035,0.908,0.8997,170.69,171.879,170.19,115.21,115.464,114.09,1.4814,1.4936,1.4808,0.8306,0.8381,0.8295
2014-02-19,1.3733,1.3773,1.3722,102.22,102.466,101.79,0.8879,0.8895,0.8853,1.6689,1.6734,1.6632,1.1083,1.1086,1.0905,0.8229,0.8261,0.8218,140.42,140.9,139.952,1.2196,1.2226,1.2187,0.8998,0.9044,0.8986,170.645,171.19,169.537,115.11,115.39,114.61,1.4822,1.4867,1.4777,0.8272,0.8343,0.8266
2014-02-20,1.372,1.3763,1.3684,102.315,102.42,101.64,0.8892,0.8915,0.8856,1.6654,1.67,1.6621,1.1098,1.1113,1.1055,0.8238,0.8253,0.8212,140.386,140.622,139.17,1.2201,1.221,1.2182,0.9014,0.9019,0.8933,170.394,170.794,169.19,115.041,115.21,114.19,1.4809,1.4861,1.4766,0.8308,0.8312,0.8238
2014-02-21,1.374,1.3758,1.37,102.56,102.828,102.26,0.8872,0.8911,0.8863,1.6638,1.6725,1.6608,1.1122,1.1195,1.1092,0.8257,0.8263,0.8212,140.911,141.266,140.27,1.2192,1.2211,1.2185,0.897,0.9015,0.8948,170.636,171.75,170.072,115.579,115.784,114.89,1.4763,1.4857,1.4753,0.8281,0.8315,0.8265
2014-02-24,1.3734,1.3771,1.3705,102.465,102.68,102.13,0.8887,0.8911,0.8848,1.6661,1.6679,1.6579,1.1062,1.1142,1.105,0.8242,0.8286,0.8237,140.721,141.039,140.31,1.2206,1.2218,1.2181,0.9035,0.9049,0.8935,170.705,170.87,169.797,115.266,115.692,115.06,1.4807,1.4818,1.4714,0.8329,0.8341,0.8256
2014-02-25,1.3742,1.3767,1.3713,102.09,102.626,101.98,0.887,0.8892,0.8851,1.6675,1.6727,1.6639,1.1085,1.1096,1.1049,0.824,0.8256,0.8222,140.298,140.966,140.087,1.2188,1.2211,1.2183,0.9013,0.9044,0.8999,170.22,171.086,170.04,115.081,115.503,114.9,1.4788,1.4826,1.4771,0.8325,0.8345,0.8312
2014-02-26,1.3685,1.3757,1.3659,102.34,102.61,102.05,0.8907,0.893,0.8862,1.6664,1.6702,1.6617,1.1119,1.1144,1.1067,0.8213,0.8252,0.8206,140.124,140.786,139.608,1.2191,1.2204,1.2184,0.896,0.9026,0.894,170.607,170.945,169.877,114.923,115.411,114.46,1.4841,1.4859,1.4778,0.8306,0.8345,0.8277
